ID,Acceleration,Added on,Age,Aggression,Agility,Att. WR,Balance,Ball Control,Club,Composure,Crossing,Curve,Def. WR,Defending,Diving,Dribbling,FK. Accuracy,Finishing,Foot,Fullname,Handling,Heading Accuracy,Height,Interceptions,Intl. Rep,Jumping,Kicking,League,Long Passing,Long Shots,Marking,Nation,Origin,Pace,Passing,Penalties,Physicality,Positioning,R.Face,Reactions,Reflexes,Revision,Shooting,Short Passing,Shot Power,Skills,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Weak Foot,Weight
10089,70,2018-09-19,19 years old,79,72,Med,75,69,Pescara,61,67,48,Med,30,,69,67,58,Right,Christian Capone,,18,"183cm | 6'0""",30,1,51,,Calcio B,60,60,18,Italy,N\A,70,60,61,51,59,,75,,Normal,59,60,58,3,38,68,47,38,47,60,60,3,75
10090,73,2018-09-19,22 years old,71,65,High,70,70,Brescia,61,58,54,Med,63,,70,58,54,Right,Aleš Matějů,,62,"184cm | 6'0""",63,1,67,,Calcio B,63,28,62,Czech Republic,N\A,73,60,56,67,41,,70,,Normal,41,63,54,3,53,74,73,53,73,60,28,3,79
10091,71,2018-09-19,23 years old,79,58,High,62,66,FC Lorient,60,53,39,High,65,,66,53,52,Right,Franklin Wadja,,65,"185cm | 6'1""",65,1,77,,Domino’s Ligue 2,59,31,65,Cameroon,N\A,71,59,51,77,39,,62,,Normal,39,59,52,2,65,69,70,65,70,59,31,3,83
10092,67,2018-09-19,24 years old,71,64,High,59,67,Cittadella,63,52,57,Med,22,,67,52,64,Right,Giancarlo Malcore,,23,"183cm | 6'0""",22,1,63,,Calcio B,46,66,23,Italy,N\A,67,53,68,63,67,,59,,Normal,67,46,64,3,62,67,70,62,70,53,66,4,79
10093,69,2018-09-19,21 years old,67,68,Med,74,69,Chievo Verona,62,64,43,Med,58,,69,64,62,Right,Sofian Kiyine,,59,"182cm | 6'0""",58,1,57,,Serie A TIM,60,48,59,Morocco,N\A,69,63,61,57,54,,74,,Normal,54,60,62,3,58,69,55,58,55,63,48,3,75
10094,73,2018-09-19,18 years old,72,68,Med,70,63,FC Groningen,62,64,44,Med,59,,63,64,58,Right,Ludovit Reis,,72,"178cm | 5'10""",59,1,68,,Eredivisie,63,54,72,Holland,N\A,73,64,63,68,55,,70,,Normal,55,63,58,3,59,73,82,59,82,64,54,3,75
10095,62,2018-09-19,19 years old,65,65,Med,59,67,FC Groningen,63,64,44,Med,62,,67,64,64,Right,Tom van de Looi,,66,"180cm | 5'11""",62,1,63,,Eredivisie,46,46,66,Holland,N\A,62,61,60,63,49,,59,,Normal,49,46,64,3,55,69,56,55,56,61,46,3,75
10096,71,2018-09-19,31 years old,82,59,High,69,68,Argentinos Juniors,61,45,44,Med,66,,68,45,52,Right,Jonathan Sandoval,,67,"179cm | 5'10""",66,1,73,,SAF,51,49,67,Uruguay,N\A,71,54,54,73,48,,69,,Normal,48,51,52,2,69,69,65,69,65,54,49,3,77
10097,74,2018-09-19,22 years old,72,64,Med,70,65,RC Celta,59,55,36,Med,25,,65,55,60,Right,Emmanuel Apeh,,17,"180cm | 5'11""",25,1,64,,LaLiga Santander,48,65,17,Nigeria,N\A,74,53,69,64,65,,70,,Normal,65,48,60,2,66,72,55,66,55,53,65,3,70
10098,75,2018-09-19,22 years old,56,63,High,66,55,SK Sturm Graz,59,64,33,Med,26,,55,64,66,Right,Emeka Friday Eze,,14,"185cm | 6'1""",26,1,68,,Österreichische Fußball-Bundesliga,45,66,14,Nigeria,N\A,75,51,72,68,64,,66,,Normal,64,45,66,3,65,74,70,65,70,51,66,3,80
10099,67,2018-09-19,18 years old,69,62,Med,59,60,FC Barcelona,63,48,37,Med,65,,60,48,62,Left,Juan Miranda González,,64,"185cm | 6'1""",65,1,58,,LaLiga Santander,59,33,64,Spain,N\A,67,57,49,58,39,,59,,Normal,39,59,62,2,56,65,65,56,65,57,33,3,76
10100,64,2018-09-19,20 years old,30,69,Med,40,43,R. Sporting,63,32,13,Med,48,64,43,32,9,Right,Daniel Martín Fernández,65,15,"186cm | 6'1""",48,1,64,65,LaLiga 1 I 2 I 3,15,13,15,Spain,N\A,64,65,21,64,65,,40,69,Normal,65,15,9,1,13,48,61,13,61,65,13,3,76
10101,68,2018-09-19,19 years old,54,69,Med,63,70,Toulouse Football Club,58,59,60,Med,19,,70,59,63,Right,Driss Khalid,,15,"180cm | 5'11""",19,,53,,Ligue 1 Conforama,42,66,15,Morocco,N\A,68,56,73,53,66,,63,,Normal,66,42,63,3,52,69,57,52,57,56,66,4,78
10102,57,2018-09-19,21 years old,61,63,Med,55,62,Nàstic,70,62,40,Med,61,,62,62,59,Right,Ramiro Guerra,,63,"183cm | 6'0""",61,1,62,,LaLiga 1 I 2 I 3,38,61,63,Uruguay,N\A,57,58,50,62,57,,55,,Normal,57,38,59,2,48,60,65,48,65,58,61,3,75
10103,63,2018-09-19,21 years old,59,67,Med,66,71,Elche CF,61,68,60,Med,57,,71,68,60,Right,Víctor Moya Martínez,,57,"181cm | 5'11""",57,1,53,,LaLiga 1 I 2 I 3,49,59,57,Spain,N\A,63,65,52,53,56,,66,,Normal,56,49,60,3,55,62,56,55,56,65,59,3,75
10104,68,2018-09-19,25 years old,71,68,High,66,67,D.C. United,66,60,62,Med,55,,67,60,66,Right,Ulises Segura,,52,"183cm | 6'0""",55,1,65,,Major League Soccer,52,60,52,Costa Rica,N\A,68,63,71,65,64,,66,,Normal,64,52,66,3,62,70,66,62,66,63,60,3,70
10105,56,2018-09-19,27 years old,66,47,Med,46,60,SK Brann,64,40,49,High,63,,60,40,30,Left,Christian Eggen Rismark,,62,"193cm | 6'4""",63,1,76,,Eliteserien,33,21,62,Norway,N\A,56,49,37,76,26,,46,,Normal,26,33,30,2,56,59,68,56,68,49,21,3,87
10106,87,2018-09-19,19 years old,60,68,Med,81,89,RSC Anderlecht,53,58,47,Med,26,,89,58,61,Right,Francis Amuzu,,22,"170cm | 5'7""",26,1,55,,Belgium Pro League,64,60,22,Belgium,N\A,87,60,61,55,59,,81,,Normal,59,64,61,3,32,91,90,32,90,60,60,5,65
10107,73,2018-09-19,22 years old,61,69,Med,78,79,Columbus Crew SC,61,66,62,Med,39,,79,66,61,Right,Eduardo Sosa,,27,"170cm | 5'7""",39,1,55,,Major League Soccer,45,56,27,Venezuela,N\A,73,60,71,55,61,,78,,Normal,61,45,61,3,37,75,54,37,54,60,56,3,75
10108,75,2018-09-19,21 years old,66,67,High,75,72,Brescia,63,63,56,Low,32,,72,63,63,Right,Nikolas Spalek,,25,"170cm | 5'7""",32,1,49,,Calcio B,65,63,25,Slovakia,N\A,75,62,59,49,61,,75,,Normal,61,65,63,3,57,74,65,57,65,62,63,4,63
10109,73,2018-09-19,28 years old,61,64,Med,62,68,Orlando Pirates,52,63,48,Med,33,,68,63,68,Right,Augustine Mulenga,,19,"176cm | 5'9""",33,1,63,,South African FL,61,73,19,Zambia,N\A,73,58,65,63,69,,62,,Normal,69,61,68,2,59,74,62,59,62,58,73,3,75
10110,70,2018-09-19,26 years old,63,44,Low,43,39,FC Luzern,61,30,29,Med,65,,39,30,26,Right,Lazar Ćirković,,64,"192cm | 6'4""",65,1,71,,Raiffeisen Super League,41,30,64,Serbia,N\A,70,46,38,71,32,,43,,Normal,32,41,26,2,68,67,44,68,44,46,30,3,80
10111,64,2018-09-19,24 years old,63,65,Med,58,63,FC Luzern,65,68,68,Med,49,,63,68,59,Right,Valeriane Gvilia,,43,"182cm | 6'0""",49,1,64,,Raiffeisen Super League,58,62,43,Georgia,N\A,64,66,67,64,62,,58,,Normal,62,58,59,3,59,63,54,59,54,66,62,4,79
10112,64,2018-09-19,22 years old,65,40,Med,58,66,Houston Dynamo,64,33,21,Med,66,,66,33,28,Right,Alejandro Fuenmayor,,63,"184cm | 6'0""",66,1,70,,Major League Soccer,27,24,63,Venezuela,N\A,64,39,31,70,25,,58,,Normal,25,27,28,2,61,61,74,61,74,39,24,3,80
10113,66,2018-09-19,20 years old,67,61,Med,57,72,RCD Mallorca,69,62,34,Med,39,,72,62,74,Left,Merveil Ndockyt,,41,"178cm | 5'10""",39,1,58,,LaLiga 1 I 2 I 3,35,59,41,Congo,N\A,66,58,48,58,55,,57,,Normal,55,35,74,2,46,66,57,46,57,58,59,3,63
10114,65,2018-09-19,28 years old,19,70,Med,41,41,FC Wacker Innsbruck,64,33,13,Med,28,65,41,33,5,Right,Christopher Knett,63,7,"184cm | 6'0""",28,1,64,60,Österreichische Fußball-Bundesliga,10,7,7,Austria,N\A,65,60,23,64,63,,41,70,Normal,63,10,5,1,13,28,68,13,68,60,7,3,81
10115,61,2018-09-19,25 years old,66,60,High,58,53,KV Oostende,58,60,75,Low,31,,53,60,65,Right,Sindrit Guri,,43,"189cm | 6'2""",31,1,66,,Belgium Pro League,46,69,43,Albania,N\A,61,57,68,66,67,,58,,Normal,67,46,65,2,71,61,62,71,62,57,69,3,86
10116,80,2018-09-19,18 years old,49,67,Med,76,68,KAA Gent,61,44,34,Med,24,,68,44,57,Right,Jonathan David,,17,"177cm | 5'10""",24,1,55,,Belgium Pro League,42,70,17,Canada,N\A,80,42,71,55,66,,76,,Normal,66,42,57,3,57,81,78,57,78,42,70,3,77
10117,85,2018-09-19,21 years old,63,67,High,78,71,Fortuna Sittard,55,58,42,Low,31,,71,58,60,Left,Gavin Vlijter,,33,"177cm | 5'10""",31,1,61,,Eredivisie,65,62,33,Suriname,N\A,85,61,66,61,60,,78,,Normal,60,65,60,3,49,84,51,49,51,61,62,4,72
10118,62,2018-09-19,22 years old,71,61,Med,55,66,Willem II,64,60,55,High,64,,66,60,47,Right,Dries Saddiki,,66,"179cm | 5'10""",64,1,65,,Eredivisie,56,50,66,Holland,N\A,62,62,61,65,54,,55,,Normal,54,56,47,2,58,55,64,58,64,62,50,3,77
10119,65,2018-09-19,22 years old,67,63,Med,65,62,Vejle Boldklub,56,67,44,High,65,,62,67,65,Right,Ylber Ramadani,,67,"185cm | 6'1""",65,1,67,,Superliga,53,40,67,Albania,N\A,65,63,67,67,50,,65,,Normal,50,53,65,2,62,61,66,62,66,63,40,3,75
10120,82,2018-09-19,26 years old,66,66,Med,74,71,Śląsk Wrocław,57,55,43,Med,36,,71,55,61,Left,Farshad Ahmadzadeh,,24,"176cm | 5'9""",36,1,51,,Ekstraklasa,61,67,24,Iran,N\A,82,57,76,51,67,,74,,Normal,67,61,61,3,55,80,49,55,49,57,67,3,70
10121,79,2018-09-19,22 years old,77,59,Med,74,80,GNK Dinamo Zagreb,62,32,27,Med,65,,80,32,33,Right,Sadegh Moharrami,,69,"174cm | 5'9""",65,1,52,,Liga Hrvatska,61,28,69,Iran,N\A,79,48,34,52,30,,74,,Normal,30,61,33,2,60,78,59,60,59,48,28,3,71
10122,69,2018-09-19,21 years old,70,67,Med,61,58,GNK Dinamo Zagreb,66,61,42,Med,58,,58,61,58,Right,Bojan Knežević,,63,"178cm | 5'10""",58,1,65,,Liga Hrvatska,50,47,63,Croatia,N\A,69,63,59,65,49,,61,,Normal,49,50,58,3,55,66,49,55,49,63,47,4,75
10123,54,2018-09-19,23 years old,53,42,Med,36,61,Fortuna Sittard,51,29,43,High,64,,61,29,31,Right,Rubén Ramírez,,58,"181cm | 5'11""",64,1,73,,Eredivisie,46,28,58,Venezuela,N\A,54,49,46,73,34,,36,,Normal,34,46,31,2,62,55,91,62,91,49,28,2,79
10124,68,2018-09-19,19 years old,16,69,Med,44,35,Genoa,62,35,10,Med,48,68,35,35,6,Right,Rok Vodišek,62,11,"188cm | 6'2""",48,1,63,61,Serie A TIM,11,7,11,Slovenia,N\A,68,61,19,63,62,,44,69,Normal,62,11,6,1,11,48,62,11,62,61,7,3,83
10125,63,2018-09-19,21 years old,22,65,Med,32,20,Roma,64,52,9,Med,31,63,20,52,9,Left,Daniel Cerântula Fuzato,65,12,"190cm | 6'3""",31,1,70,60,Serie A TIM,15,17,12,Brazil,N\A,63,60,21,70,65,,32,65,Normal,65,15,9,1,21,31,37,21,37,60,17,3,81
10126,54,2018-09-19,29 years old,64,46,Med,43,49,Al Batin,57,34,30,High,64,,49,34,29,Left,João Gabriel Farinello Rosa,,59,"186cm | 6'1""",64,1,74,,Saudi Professional League,48,28,59,Brazil,N\A,54,47,43,74,32,,43,,Normal,32,48,29,2,66,55,68,66,68,47,28,4,83
10127,58,2018-09-19,22 years old,64,57,Med,49,52,Dijon FCO,64,47,41,Med,64,,52,47,39,Left,Nayef Aguerd,,66,"188cm | 6'2""",64,1,68,,Ligue 1 Conforama,41,34,66,Morocco,N\A,58,53,62,68,43,,49,,Normal,43,41,39,2,66,51,66,66,66,53,34,3,76
10128,61,2018-09-19,26 years old,58,38,Med,41,49,Viktoria Plzeň,69,30,40,Med,68,,49,30,20,Left,Tomáš Hájek,,65,"187cm | 6'2""",68,1,65,,Česká Liga,28,23,65,Czech Republic,N\A,61,36,32,65,25,,41,,Normal,25,28,20,2,62,58,73,62,73,36,23,3,78
10129,64,2018-09-19,28 years old,85,60,High,66,61,Ohod Club,61,54,39,High,61,,61,54,49,Right,Tamer Haj Mohamad,,59,"180cm | 5'11""",61,1,79,,Saudi Professional League,52,46,59,Syria,N\A,64,58,54,79,49,,66,,Normal,49,52,49,2,54,66,72,54,72,58,46,3,83
10130,66,2018-09-19,34 years old,20,65,Med,36,33,Ohod Club,54,36,11,Med,14,66,33,36,9,Right,Zouheir Laaroubi,70,9,"185cm | 6'1""",14,1,67,62,Saudi Professional League,12,8,9,Morocco,N\A,66,62,19,67,70,,36,65,Normal,70,12,9,1,11,14,53,11,53,62,8,2,86
10131,73,2018-09-19,18 years old,62,63,Med,76,69,Manchester City,65,61,51,High,65,,69,61,43,Right,Claudio Gomes,,62,"180cm | 5'11""",65,1,63,,Premier League,49,56,62,France,N\A,73,61,63,63,56,,76,,Normal,56,49,43,2,60,76,56,60,56,61,56,3,70
10132,74,2018-09-19,22 years old,75,70,Med,64,77,SK Sturm Graz,69,66,44,Med,40,,77,66,67,Right,Otar Kiteishvili,,33,"173cm | 5'8""",40,1,53,,Österreichische Fußball-Bundesliga,56,66,33,Georgia,N\A,74,62,71,53,66,,64,,Normal,66,56,67,3,57,75,77,57,77,62,66,4,65
10133,82,2018-09-19,18 years old,52,72,Med,73,62,FC Dynamo Kyiv,70,47,34,Med,17,,62,47,65,Right,Vladyslav Supriaga,,16,"182cm | 6'0""",17,1,54,,Ukrayina Liha,28,68,16,Ukraine,N\A,82,42,58,54,63,,73,,Normal,63,28,65,3,44,81,57,44,57,42,68,3,75
10134,68,2018-09-19,19 years old,58,65,High,52,73,Cremona,63,69,54,Med,53,,73,69,62,Right,Xian Emmers,,43,"178cm | 5'10""",53,1,51,,Calcio B,54,34,43,Belgium,N\A,68,65,63,51,48,,52,,Normal,48,54,62,3,61,69,58,61,58,65,34,4,72
10135,67,2018-09-19,29 years old,79,68,Med,81,75,Jagiellonia Białystok,62,66,69,Low,36,,75,66,62,Right,Mateusz Machaj,,58,"174cm | 5'9""",36,1,64,,Ekstraklasa,64,62,58,Poland,N\A,67,64,72,64,65,,81,,Normal,65,64,62,3,37,62,60,37,60,64,62,3,67
10136,41,2018-09-19,33 years old,62,45,Low,32,45,Los Angeles Football Club,59,50,32,High,64,,45,50,27,Right,Dejan Jaković,,64,"188cm | 6'2""",64,1,75,,Major League Soccer,17,30,64,Canada,N\A,41,43,52,75,38,,32,,Normal,38,17,27,2,61,39,68,61,68,43,30,2,80
10137,86,2018-09-19,26 years old,71,70,Med,87,82,Querétaro,52,60,59,Med,43,,82,60,60,Left,Gael Acosta,,53,"165cm | 5'5""",43,1,56,,LIGA Bancomer MX,61,50,53,Mexico,N\A,86,62,65,56,54,,87,,Normal,54,61,60,3,47,86,76,47,76,62,50,3,64
10138,62,2018-09-19,33 years old,22,72,Med,38,36,Slavia Praha,66,40,13,Med,35,62,36,40,13,Right,Přemysl Kovář,63,29,"187cm | 6'2""",35,1,61,69,Česká Liga,20,12,29,Czech Republic,N\A,62,69,31,61,63,,38,72,Normal,63,20,13,1,9,35,58,9,58,69,12,2,89
10139,60,2018-09-19,30 years old,68,63,High,66,55,Vejle Boldklub,66,65,64,Med,62,,55,65,67,Right,Nicolaj Madsen,,61,"188cm | 6'2""",62,,73,,Superliga,59,62,61,Denmark,N\A,60,64,70,73,63,,66,,Normal,63,59,67,2,63,59,61,63,61,64,62,4,83
10140,38,2018-09-19,25 years old,69,58,High,38,30,Monterrey,62,67,43,Low,36,,30,67,70,Right,Luis Madrigal,,37,"191cm | 6'3""",36,1,73,,LIGA Bancomer MX,51,68,37,Mexico,N\A,38,59,69,73,64,,38,,Normal,64,51,70,2,73,46,70,73,70,59,68,3,90
10141,68,2018-09-19,27 years old,30,65,Med,28,29,Vitória Setúbal,56,24,13,Med,26,68,29,24,15,Right,Milton Raphael Guimarães Pires,66,14,"189cm | 6'2""",26,1,64,64,Liga NOS,13,16,14,Brazil,N\A,68,64,14,64,66,,28,65,Normal,66,13,15,1,16,26,33,16,33,64,16,2,81
10142,79,2018-09-19,29 years old,67,67,Med,70,67,Suwon Samsung Bluewings,65,68,62,Med,63,,67,68,64,Right,Jong Woo Park,,72,"180cm | 5'11""",63,1,69,,K LEAGUE Classic,62,56,72,Korea Republic,N\A,79,65,65,69,58,,70,,Normal,58,62,64,3,65,77,77,65,77,65,56,3,74
10143,62,2018-09-19,26 years old,62,51,Med,35,45,Sarpsborg 08 FF,62,38,49,Med,62,,45,38,47,Left,Joonas Tamm,,69,"192cm | 6'4""",62,1,78,,Eliteserien,31,50,69,Estonia,N\A,62,43,56,78,51,,35,,Normal,51,31,47,2,69,56,56,69,56,43,50,1,97
10144,63,2018-09-19,30 years old,76,54,Med,71,64,Jeonbuk Hyundai Motors,68,57,35,High,63,,64,57,32,Left,Bo Kyung Choi,,71,"184cm | 6'0""",63,1,72,,K LEAGUE Classic,47,32,71,Korea Republic,N\A,63,56,52,72,39,,71,,Normal,39,47,32,2,62,65,68,62,68,56,32,3,79
10145,67,2018-09-19,28 years old,43,67,Med,33,56,Pohang Steelers,57,57,13,Med,35,67,56,57,13,Left,Won Woo Ryu,64,26,"185cm | 6'1""",35,1,65,65,K LEAGUE Classic,9,12,26,Korea Republic,N\A,67,65,21,65,64,,33,67,Normal,64,9,13,1,11,35,54,11,54,65,12,3,78
10146,66,2018-09-19,29 years old,80,62,Med,61,60,KSV Cercle Brugge,63,58,52,Med,64,,60,58,56,Right,Johanna Omolo,,62,"179cm | 5'10""",64,1,74,,Belgium Pro League,33,33,62,Kenya,N\A,66,55,68,74,46,,61,,Normal,46,33,56,2,67,65,65,67,65,55,33,3,73
10147,78,2018-09-19,26 years old,73,66,High,74,78,FC Emmen,60,63,64,Med,60,,78,63,60,Left,Caner Çavlan,,63,"175cm | 5'9""",60,1,64,,Eredivisie,71,47,63,Holland,N\A,78,66,74,64,57,,74,,Normal,57,71,60,3,42,77,65,42,65,66,47,4,70
10148,78,2018-09-19,27 years old,59,71,High,77,57,Orlando City Soccer Club,59,52,57,Med,48,,57,52,69,Right,Stéfano Souza Pinho,,59,"184cm | 6'0""",48,1,60,,Major League Soccer,64,67,59,Brazil,N\A,78,58,63,60,64,,77,,Normal,64,64,69,3,52,79,58,52,58,58,67,3,75
10149,67,2018-09-19,26 years old,66,48,Med,64,63,Cittadella,66,36,32,Med,68,,63,36,33,Right,Davide Adorni,,66,"183cm | 6'0""",68,1,65,,Calcio B,32,24,66,Italy,N\A,67,40,51,65,34,,64,,Normal,34,32,33,2,64,66,70,64,70,40,24,3,75
10150,69,2018-09-19,30 years old,32,69,Med,37,44,La Spezia,55,22,13,Med,49,69,44,22,14,Right,Nicolò Manfredini,64,27,"190cm | 6'3""",49,1,63,63,Calcio B,18,12,27,Italy,N\A,69,63,18,63,64,,37,69,Normal,64,18,14,1,16,49,51,16,51,63,12,2,80
10151,78,2018-09-19,23 years old,72,66,Med,70,78,Salerno,57,53,37,Med,61,,78,53,67,Right,Djavan Anderson,,63,"180cm | 5'11""",61,1,67,,Calcio B,62,26,63,Holland,N\A,78,56,56,67,36,,70,,Normal,36,62,67,3,63,74,63,63,63,56,26,3,72
10152,70,2018-09-19,26 years old,73,65,High,62,56,Cittadella,67,58,42,Med,65,,56,58,67,Right,Tommaso Cancellotti,,62,"185cm | 6'1""",65,1,74,,Calcio B,63,54,62,Italy,N\A,70,60,43,74,49,,62,,Normal,49,63,67,3,61,69,71,61,71,60,54,3,75
10153,60,2018-09-19,25 years old,71,62,Med,64,66,De Graafschap,61,72,67,Med,57,,66,72,58,Left,Robert Klaasen,,59,"177cm | 5'10""",57,1,63,,Eredivisie,70,56,59,Holland,N\A,60,70,66,63,59,,64,,Normal,59,70,58,2,35,67,68,35,68,70,56,4,74
10154,77,2018-09-19,25 years old,72,65,High,76,85,De Graafschap,66,63,38,High,61,,85,63,55,Left,Jordy Tutuarima,,64,"169cm | 5'7""",61,1,57,,Eredivisie,54,28,64,Holland,N\A,77,62,58,57,41,,76,,Normal,41,54,55,3,43,78,69,43,69,62,28,4,67
10155,68,2018-09-19,25 years old,65,68,Med,78,81,FC St. Gallen,64,69,70,Med,53,,81,69,52,Left,Jordi Quintillà Guasch,,56,"178cm | 5'10""",53,1,55,,Raiffeisen Super League,57,45,56,Spain,N\A,68,68,60,55,51,,78,,Normal,51,57,52,3,48,66,46,48,46,68,45,2,70
10156,67,2018-09-19,27 years old,70,62,Med,64,56,Estudiantes de La Plata,62,58,44,Med,65,,56,58,52,Left,Fernando Evangelista,,63,"184cm | 6'0""",65,1,72,,SAF,65,45,63,Argentina,N\A,67,59,63,72,52,,64,,Normal,52,65,52,2,70,65,85,70,85,59,45,3,82
10157,65,2018-09-19,28 years old,36,69,Med,38,43,KFC Uerdingen 05,64,31,12,Med,37,65,43,31,8,Right,René Vollath,62,14,"185cm | 6'1""",37,1,68,60,3. Liga,10,9,14,Germany,N\A,65,60,18,68,62,,38,69,Normal,62,10,8,1,14,37,68,14,68,60,9,3,75
10158,70,2018-09-19,23 years old,75,58,Med,53,55,De Graafschap,60,37,21,Med,65,,55,37,48,Right,Myenty Abena,,66,"191cm | 6'3""",65,1,80,,Eredivisie,57,30,66,Suriname,N\A,70,52,63,80,39,,53,,Normal,39,57,48,2,68,67,71,68,71,52,30,2,79
10159,59,2018-09-19,24 years old,72,65,Med,70,70,Audax Italiano,54,48,33,High,65,,70,48,54,Right,Luis Cabrera,,59,"167cm | 5'6""",65,1,70,,Campeonato Scotiabank,61,42,59,Chile,N\A,59,58,59,70,47,,70,,Normal,47,61,54,3,47,59,59,47,59,58,42,2,73
10160,71,2018-10-06,20 years old,67,69,Med,75,74,Borussia Dortmund,66,62,39,Med,62,,74,62,47,Left,Dzenis Burnic,,62,"181cm | 5'11""",62,1,64,,Bundesliga,57,41,62,Germany,N\A,71,63,56,64,45,,75,,Swap Deals,45,57,47,3,49,74,70,49,70,63,41,3,70
10161,65,2018-10-07,21 years old,74,67,Med,74,65,Liverpool,64,66,48,High,57,,65,66,53,Right,Pedro Chirivella Burgos,,68,"178cm | 5'10""",57,1,69,,Premier League,52,40,68,Spain,N\A,65,64,62,69,46,,74,,Swap Deals,46,52,53,3,55,63,52,55,52,64,40,3,66
10162,63,2018-10-09,21 years old,22,65,Med,32,20,Roma,64,52,9,Med,31,63,20,52,9,Left,Daniel Cerântula Fuzato,65,12,"190cm | 6'3""",31,1,70,60,Serie A TIM,15,17,12,Brazil,N\A,63,60,21,70,65,,32,65,Swap Deals,65,15,9,1,21,31,37,21,37,60,17,3,81
10163,75,2018-09-19,20 years old,55,68,Med,75,73,Borussia Dortmund,59,57,39,Med,49,,73,57,57,Left,Jacob Bruun Larsen,,39,"183cm | 6'0""",49,1,61,,Bundesliga,65,60,39,Denmark,N\A,75,60,66,61,57,,75,,Normal,57,65,57,3,50,77,54,50,54,60,60,3,75
10164,68,2018-09-19,18 years old,19,68,Med,26,23,FC Bayern München,49,23,14,Med,25,68,23,23,6,Left,Christian Früchtl,65,11,"193cm | 6'4""",25,1,64,66,Bundesliga,10,11,11,Germany,N\A,68,66,29,64,65,,26,68,Normal,65,10,6,1,11,25,40,11,40,66,11,2,71
10165,62,2018-09-19,21 years old,72,62,Med,67,71,Tottenham Hotspur,60,70,48,Med,60,,71,70,48,Left,Luke Amos,,57,"179cm | 5'10""",60,1,65,,Premier League,57,44,57,England,N\A,62,65,57,65,50,,67,,Normal,50,57,48,3,44,59,65,44,65,65,44,4,72
10166,84,2018-09-19,18 years old,55,70,High,83,74,Arsenal,57,58,56,Med,34,,74,58,62,Right,Reiss Nelson,,42,"175cm | 5'9""",34,1,45,,Premier League,57,58,42,England,N\A,84,56,67,45,57,,83,,Normal,57,57,62,4,39,87,41,39,41,56,58,4,70
10167,60,2018-09-19,21 years old,60,66,Med,65,73,Arsenal,59,70,54,Med,44,,73,70,55,Right,Gedion Zelalem,,38,"180cm | 5'11""",44,1,55,,Premier League,51,49,38,United States,N\A,60,66,51,55,50,,65,,Normal,50,51,55,3,49,65,53,49,53,66,49,3,70
10168,71,2018-09-19,21 years old,63,67,Med,70,71,Real Madrid,60,67,50,Med,39,,71,67,62,Right,Cristo Ramón González Pérez,,29,"179cm | 5'10""",39,1,54,,LaLiga Santander,54,69,29,Spain,N\A,71,61,62,54,65,,70,,Normal,65,54,62,3,58,73,65,58,65,61,69,2,69
10169,60,2018-09-19,23 years old,38,66,Med,62,74,Real Sociedad,63,62,45,Med,52,,74,62,60,Left,Jon Guridi Aldalur,,61,"179cm | 5'10""",52,1,35,,LaLiga Santander,44,63,61,Spain,N\A,60,62,51,35,58,,62,,Normal,58,44,60,3,43,57,43,43,43,62,63,3,64
10170,69,2018-09-19,35 years old,41,63,Med,50,32,TSG 1899 Hoffenheim,56,25,14,Med,44,69,32,25,12,Right,Alexander Stolz,67,19,"189cm | 6'2""",44,1,63,66,Bundesliga,12,15,19,Germany,N\A,69,66,23,63,67,,50,63,Normal,67,12,12,1,11,44,67,11,67,66,15,2,89
10171,65,2018-09-19,22 years old,72,62,Med,58,67,RCD Espanyol,63,73,43,Med,62,,67,73,32,Right,Damià Sabater Tous,,62,"177cm | 5'10""",62,1,60,,LaLiga Santander,45,54,62,Spain,N\A,65,61,49,60,53,,58,,Normal,53,45,32,2,58,70,65,58,65,61,54,3,74
10172,74,2018-09-19,23 years old,77,61,High,58,65,Leicester City,58,50,29,High,62,,65,50,55,Left,Callum Elder,,61,"180cm | 5'11""",62,1,67,,Premier League,58,29,61,Australia,N\A,74,56,40,67,34,,58,,Normal,34,58,55,2,62,73,72,62,72,56,29,2,67
10173,65,2018-09-19,21 years old,69,65,Med,65,63,Borussia Mönchengladbach,65,62,40,Med,60,,63,62,54,Left,Tsiy-William Ndenge,,59,"188cm | 6'2""",60,1,72,,Bundesliga,52,50,59,Germany,N\A,65,59,77,72,57,,65,,Normal,57,52,54,3,47,65,70,47,70,59,50,3,81
10174,80,2018-09-19,20 years old,64,72,High,79,77,VfL Wolfsburg,51,49,44,Med,29,,77,49,58,Right,Ismail Azzaoui,,21,"179cm | 5'10""",29,1,53,,Bundesliga,59,59,21,Belgium,N\A,80,55,56,53,55,,79,,Normal,55,59,58,3,34,84,50,34,50,55,59,3,72
10175,65,2018-09-19,26 years old,33,66,Med,38,36,Stoke City,64,31,14,Med,44,65,36,31,12,Left,Jakob Haugaard,64,24,"199cm | 6'6""",44,1,61,62,EFL Championship,13,10,24,Denmark,N\A,65,62,22,61,64,,38,66,Normal,64,13,12,1,15,44,60,15,60,62,10,3,87
