NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
Song Seung Min,Sangju Sangmu,Korea K-League Classic,ST,Silver,67,68,49,59,64,66,70,2019-11-25 22:25:43
Armando Vargas,La Equidad,Colombia Liga Aguila,CAM,Silver,67,73,17,43,58,67,68,2019-11-25 22:25:43
Carlos Ramírez,Rionegro Águilas Doradas,Colombia Liga Aguila,CB,Silver,67,81,61,61,70,41,50,2019-11-25 22:25:43
Thierry Ambrose,FC Metz,France Ligue 1,LM,Silver,67,69,39,54,53,66,77,2019-11-25 22:25:43
Lyes Houri,FC Viitorul,Romania Liga I,CM,Silver,67,70,31,43,54,65,73,2019-11-25 22:25:43
Estéfano Arango,Alianza Petrolera,Colombia Liga Aguila,RM,Silver,67,66,65,58,64,41,76,2019-11-25 22:25:43
Fred Onyedinma,Wycombe Wanderers,England EFL League One,RM,Silver,67,65,36,53,52,66,74,2019-11-25 22:25:43
Sebas Coris,Girona FC,Spain Segunda A,RM,Silver,67,59,60,67,68,57,71,2019-11-25 22:25:43
Darío Rodríguez,Once Caldas,Colombia Liga Aguila,ST,Silver,67,64,50,65,69,57,69,2019-11-25 22:25:43
Waylon Francis,Columbus Crew SC,USA Major League Soccer,LB,Silver,67,64,43,56,57,69,75,2019-11-25 22:25:43
Cameron Brannagan,Oxford United,England EFL League One,CM,Silver,67,82,60,62,69,41,66,2019-11-25 22:25:43
Abdulmajeed Al Sulayhim,Al Shabab,Saudi Dawry Jameel League,CM,Silver,67,75,61,63,67,42,65,2019-11-25 22:25:43
Bill Tuiloma,Portland Timbers,USA Major League Soccer,CB,Silver,67,73,54,68,62,61,70,2019-11-25 22:25:43
Alex Castro,Deportes Tolima,Colombia Liga Aguila,LM,Silver,67,76,45,62,66,63,67,2019-11-25 22:25:43
Brandon Borrello,SC Freiburg,Germany 1. Bundesliga,RM,Silver,67,82,62,57,71,35,56,2019-11-25 22:25:43
Micheal Azira,Chicago Fire,USA Major League Soccer,CDM,Silver,67,83,26,45,57,65,77,2019-11-25 22:25:43
João Afonso,Gil Vicente FC,Portugal Liga NOS,CDM,Silver,67,76,68,56,69,28,56,2019-11-25 22:25:43
Edgar Babayan,Hobro IK,Denmark Superliga,LM,Silver,67,83,56,62,68,34,69,2019-11-25 22:25:43
Paweł Bochniewicz,Górnik Zabrze,Poland Ekstraklasa,CB,Silver,67,65,55,67,64,43,64,2019-11-25 22:25:43
Brandon Barker,Rangers,Scotland Premiership,LM,Silver,67,56,66,67,65,58,63,2019-11-25 22:25:43
Modou Diagne,Charleroi,Belgium Jupiler Pro League,CB,Silver,67,60,46,62,63,69,69,2019-11-25 22:25:43
Campins,Mouscron,Belgium Jupiler Pro League,RB,Silver,67,63,37,55,59,66,73,2019-11-25 22:25:43
Sam Adekugbe,Vålerenga,Norway Eliteserien,LB,Silver,67,74,56,60,64,64,73,2019-11-25 22:25:43
Lorenzo Valerio Rosseti,Ascoli,Italy Serie B,ST,Silver,67,76,62,65,67,31,57,2019-11-25 22:25:43
Diego Mendoza,Huracán,Argentina Primera División ,ST,Silver,67,66,62,65,69,29,65,2019-11-25 22:25:43
Patrick Ciurria,Pordenone,Italy Serie B,CAM,Silver,67,84,62,59,71,29,60,2019-11-25 22:25:43
Claude Gonçalves,Gil Vicente FC,Portugal Liga NOS,CDM,Silver,67,58,61,52,57,39,76,2019-11-25 22:25:43
Oumar Diakhité,Sepsi OSK,Romania Liga I,CB,Silver,67,73,67,62,66,33,72,2019-11-25 22:25:43
Diego Torres,Audax Italiano,Chile Campeonato Nacional Scotiabank,LWB,Silver,67,65,62,62,67,58,68,2019-11-25 22:25:43
Patryk Lipski,Lechia Gdańsk,Poland Ekstraklasa,CAM,Silver,67,73,69,64,70,29,63,2019-11-25 22:25:43
Sam Nicholson,Colorado Rapids,USA Major League Soccer,LM,Silver,67,88,61,61,68,32,61,2019-11-25 22:25:43
Cédric Hountondji,Clermont Foot,France Ligue 2,CB,Silver,67,85,60,58,68,34,65,2019-11-25 22:25:43
Mario Pavelic,Sarpsborg 08 FF,Norway Eliteserien,RB,Silver,67,82,45,58,67,63,69,2019-11-25 22:25:43
Fabián Manzano,Union La Calera,Chile Campeonato Nacional Scotiabank,CDM,Silver,67,74,61,68,68,57,38,2019-11-25 22:25:43
Cristián Cuevas,Huachipato,Chile Campeonato Nacional Scotiabank,LB,Silver,67,86,58,66,63,60,70,2019-11-25 22:25:43
Filippo De Col,Spezia,Italy Serie B,RB,Silver,67,82,62,61,67,68,74,2019-11-25 22:25:43
Pieros Sotiriou,FC København,Denmark Superliga,ST,Silver,67,75,60,61,67,67,69,2019-11-25 22:25:43
Eliser Quiñones,Millonarios,Colombia Liga Aguila,RM,Silver,67,68,48,59,60,65,69,2019-11-25 22:25:43
Fakhereedine Ben Youssef,Al Ettifaq,Saudi Dawry Jameel League,ST,Silver,67,53,60,64,65,65,71,2019-11-25 22:25:43
Juan Pablo Gómez,Unión Española,Chile Campeonato Nacional Scotiabank,RB,Silver,67,71,60,64,67,65,62,2019-11-25 22:25:43
Brayan Véjar,Palestino,Chile Campeonato Nacional Scotiabank,LB,Silver,67,61,42,57,57,63,76,2019-11-25 22:25:43
Conor Washington,Heart of Midlothian,Scotland Premiership,ST,Silver,67,51,65,64,66,52,75,2019-11-25 22:25:43
Raphael Silva,Al Faisaly,Saudi Dawry Jameel League,CB,Silver,67,60,55,52,55,64,75,2019-11-25 22:25:43
Emmanuel Boateng,D.C. United,USA Major League Soccer,LM,Silver,67,73,66,65,67,64,65,2019-11-25 22:25:43
Sandro Lima,Gil Vicente FC,Portugal Liga NOS,ST,Silver,67,65,37,56,63,68,73,2019-11-25 22:25:43
Adam Sušac,VfL Osnabrück,Germany 2. Bundesliga,CB,Silver,67,61,63,53,62,39,73,2019-11-25 22:25:43
Roberto Rodriguez,KFC Uerdingen 05,Germany 3. Liga,LM,Silver,67,74,51,59,66,66,73,2019-11-25 22:25:43
Tariqe Fosu,Oxford United,England EFL League One,CAM,Silver,67,60,53,67,68,62,64,2019-11-25 22:25:43
Tuur Dierckx,Waasland-Beveren,Belgium Jupiler Pro League,RW,Silver,67,33,34,46,45,68,71,2019-11-25 22:25:43
Sebastian Mrowca,SV Wehen Wiesbaden,Germany 2. Bundesliga,CDM,Silver,67,84,36,57,62,59,66,2019-11-25 22:25:43
Mateo Sušić,CFR Cluj,Romania Liga I,RB,Silver,67,51,28,62,49,69,73,2019-11-25 22:25:43
Joni Kauko,Esbjerg fB,Denmark Superliga,CM,Silver,67,78,60,64,68,55,64,2019-11-25 22:25:43
Joost van Aken,VfL Osnabrück,Germany 2. Bundesliga,CB,Silver,67,67,62,68,69,51,62,2019-11-25 22:25:43
George Honeyman,Hull City,England EFL Championship,CAM,Silver,67,78,45,60,60,64,70,2019-11-25 22:25:43
Duncan Watmore,Sunderland,England EFL League One,RM,Silver,67,53,45,51,42,65,73,2019-11-25 22:25:43
Uche Ikpeazu,Heart of Midlothian,Scotland Premiership,ST,Silver,67,64,66,56,61,35,63,2019-11-25 22:25:43
Fabio Kaufmann,Würzburger Kickers,Germany 3. Liga,RM,Silver,67,86,62,58,64,39,67,2019-11-25 22:25:43
Karim Azamoum,Albacete Balompié,Spain Segunda A,CM,Silver,67,67,64,57,63,39,78,2019-11-25 22:25:43
Gerardo Navarrete,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,CAM,Silver,67,72,65,66,68,57,67,2019-11-25 22:25:43
Héctor Berríos,Deportes Iquique,Chile Campeonato Nacional Scotiabank,RB,Silver,67,67,66,66,67,57,67,2019-11-25 22:25:43
Andrés Imperiale,Deportes Iquique,Chile Campeonato Nacional Scotiabank,CB,Silver,67,77,70,45,62,23,75,2019-11-25 22:25:43
Diego Díaz,Curicó Unido,Chile Campeonato Nacional Scotiabank,CB,Silver,67,65,58,64,62,68,71,2019-11-25 22:25:43
Yann Boé-Kane,Le Mans FC,France Ligue 2,CDM,Silver,67,82,61,58,68,30,70,2019-11-25 22:25:43
Jason McCarthy,Millwall,England EFL Championship,RB,Silver,67,87,61,62,65,44,65,2019-11-25 22:25:43
Luke O'Nien,Sunderland,England EFL League One,RB,Silver,67,60,49,60,60,66,72,2019-11-25 22:25:43
Alexandru Vlad,FC Voluntari,Romania Liga I,LB,Silver,67,67,52,63,65,64,71,2019-11-25 22:25:43
Philip Zinckernagel,FK Bodø/Glimt,Norway Eliteserien,RW,Silver,67,46,69,44,52,30,76,2019-11-25 22:25:43
Tortol Lumanza Lembi,Stabæk Fotball,Norway Eliteserien,CDM,Silver,67,71,61,64,67,60,63,2019-11-25 22:25:43
Lucas Melano,Atlético Tucumán,Argentina Primera División ,ST,Silver,67,56,65,49,62,34,77,2019-11-25 22:25:43
Sander Svendsen,Odense Boldklub,Denmark Superliga,LW,Silver,67,78,62,59,67,63,67,2019-11-25 22:25:43
Mauricio Zenteno,Deportes Iquique,Chile Campeonato Nacional Scotiabank,CB,Silver,67,66,45,62,64,67,72,2019-11-25 22:25:43
Cristian Díaz,Central Córdoba,Argentina Primera División ,RB,Silver,67,74,45,65,65,62,67,2019-11-25 22:25:43
Matías Catalán,Atlético de San Luis,Mexico Liga MX,RB,Silver,67,62,49,60,56,68,72,2019-11-25 22:25:43
Germán Voboril,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,LB,Silver,67,50,52,64,57,68,70,2019-11-25 22:25:43
Federico Bravo,Atlético Tucumán,Argentina Primera División ,CDM,Silver,67,63,66,68,67,60,73,2019-11-25 22:25:43
Fernando Godoy,Talleres de Córdoba,Argentina Primera División ,CM,Silver,67,74,62,63,69,28,63,2019-11-25 22:25:43
Henrik Bjørdal,Zulte Waregem,Belgium Jupiler Pro League,CAM,Silver,67,71,42,57,64,65,62,2019-11-25 22:25:43
Matías Donoso,Deportes Iquique,Chile Campeonato Nacional Scotiabank,ST,Silver,67,48,59,68,67,60,56,2019-11-25 22:25:43
Leonardo Povea,Huachipato,Chile Campeonato Nacional Scotiabank,CDM,Silver,67,73,65,46,64,36,64,2019-11-25 22:25:43
Tomás Asta-Buruaga,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,CB,Silver,67,63,65,64,66,64,77,2019-11-25 22:25:43
Sebastián Jaime,Curicó Unido,Chile Campeonato Nacional Scotiabank,ST,Silver,67,76,63,55,70,27,72,2019-11-25 22:25:43
Augusto Barrios,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,RB,Silver,67,77,60,62,69,64,76,2019-11-25 22:25:43
Nicolás Palacios,Independiente Medellín,Colombia Liga Aguila,CDM,Silver,67,69,21,48,60,65,74,2019-11-25 22:25:43
Jorge Aguirre,Atlético Bucaramanga,Colombia Liga Aguila,CAM,Silver,67,75,58,64,65,61,72,2019-11-25 22:25:43
Albert Acevedo,O'Higgins,Chile Campeonato Nacional Scotiabank,CB,Silver,67,71,59,62,66,62,69,2019-11-25 22:25:43
Luis Carlos Ruiz,Junior de Barranquilla,Colombia Liga Aguila,ST,Silver,67,60,32,54,57,66,71,2019-11-25 22:25:43
Francisco Rodríguez,Rionegro Águilas Doradas,Colombia Liga Aguila,CDM,Silver,67,71,65,61,65,32,69,2019-11-25 22:25:43
Nicolás Orellana,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,LW,Silver,67,70,51,60,66,65,74,2019-11-25 22:25:43
Camilo Rodríguez,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,RB,Silver,67,67,37,57,61,67,67,2019-11-25 22:25:43
Ray Vanegas,Deportivo Pasto,Colombia Liga Aguila,LM,Silver,67,33,66,49,59,31,71,2019-11-25 22:25:43
Juan Zuluaga,América de Cali,Colombia Liga Aguila,RB,Silver,67,55,43,56,53,65,74,2019-11-25 22:25:43
Carlos Robles,Deportes Tolima,Colombia Liga Aguila,CDM,Silver,67,70,52,66,70,61,61,2019-11-25 22:25:43
César Arias,Alianza Petrolera,Colombia Liga Aguila,ST,Silver,67,57,34,50,52,65,77,2019-11-25 22:25:43
Alcatraz,Rionegro Águilas Doradas,Colombia Liga Aguila,RB,Silver,67,75,60,64,64,62,72,2019-11-25 22:25:43
Eduardo Farias,Cobresal,Chile Campeonato Nacional Scotiabank,CDM,Silver,67,67,62,65,69,58,67,2019-11-25 22:25:43
Víctor Giraldo,Deportivo Pasto,Colombia Liga Aguila,RB,Silver,67,46,45,53,50,67,68,2019-11-25 22:25:43
Francesco Forte,Juve Stabia,Italy Serie B,ST,Silver,67,65,63,43,61,32,79,2019-11-25 22:25:43
Luca Crecco,Pescara,Italy Serie B,CM,Silver,67,70,67,48,65,23,61,2019-11-25 22:25:43
Linus Wahlqvist,Dynamo Dresden,Germany 2. Bundesliga,RM,Silver,67,81,65,59,73,60,66,2019-11-25 22:25:43
Welinton Júnior,Desportivo Aves,Portugal Liga NOS,ST,Silver,67,63,33,53,59,65,74,2019-11-25 22:25:43
Luis Cabrera,Audax Italiano,Chile Campeonato Nacional Scotiabank,CDM,Silver,67,72,67,67,66,33,60,2019-11-25 22:25:43
Diego Vallejos,Curicó Unido,Chile Campeonato Nacional Scotiabank,ST,Silver,67,76,65,58,69,36,63,2019-11-25 22:25:43
Nicolai Poulsen,Aarhus GF,Denmark Superliga,CM,Silver,67,73,61,62,67,65,69,2019-11-25 22:25:43
Jonathan Ring,Djurgårdens IF,Sweden Allsvenskan,RW,Silver,67,65,34,59,62,66,64,2019-11-25 22:25:43
Aleksandar Jovanović,Jeju United,Korea K-League Classic,CB,Silver,67,70,42,61,66,63,65,2019-11-25 22:25:43
Sascha Horvath,Dynamo Dresden,Germany 2. Bundesliga,RM,Silver,67,56,67,55,64,32,81,2019-11-25 22:25:43
Sam Lundholm,IK Sirius,Sweden Allsvenskan,RM,Silver,67,49,59,63,68,63,68,2019-11-25 22:25:43
Stefan Lex,TSV 1860 München,Germany 3. Liga,RM,Silver,67,71,68,63,72,34,57,2019-11-25 22:25:43
Godsway Donyoh,FC Nordsjælland,Denmark Superliga,ST,Silver,67,80,63,64,67,48,65,2019-11-25 22:25:43
Adam Deja,Arka Gdynia,Poland Ekstraklasa,CDM,Silver,67,71,67,54,65,31,62,2019-11-25 22:25:43
Simone Pasa,Pordenone,Italy Serie B,CM,Silver,67,69,67,65,74,44,48,2019-11-25 22:25:43
Lim Chai Min,Seongnam FC,Korea K-League Classic,CB,Silver,67,71,53,64,66,65,69,2019-11-25 22:25:43
Jefferson,Gazişehir Gaziantep F.K.,Turkey Süper Lig,CM,Silver,67,70,62,66,68,54,74,2019-11-25 22:25:43
El-Hadji Ba,Racing Club de Lens,France Ligue 2,CDM,Silver,67,73,58,63,69,35,63,2019-11-25 22:25:43
Felix Lohkemper,1. FC Nürnberg,Germany 2. Bundesliga,ST,Silver,67,68,38,54,62,68,81,2019-11-25 22:25:43
Osayamen Osawe,KFC Uerdingen 05,Germany 3. Liga,ST,Silver,67,76,57,64,67,63,65,2019-11-25 22:25:43
Sebastián Rincón,Aldosivi,Argentina Primera División ,RM,Silver,67,46,55,60,59,64,79,2019-11-25 22:25:43
Ulrich Taffertshofer,VfL Osnabrück,Germany 2. Bundesliga,CDM,Silver,67,57,35,41,42,68,72,2019-11-25 22:25:43
Maximilian Thiel,1. FC Heidenheim,Germany 2. Bundesliga,LM,Silver,67,59,37,49,46,66,73,2019-11-25 22:25:43
Maximilian Welzmüller,Bayern München II,Germany 3. Liga,CDM,Silver,67,72,59,62,67,62,79,2019-11-25 22:25:43
Dimitrij Nazarov,Erzgebirge Aue,Germany 2. Bundesliga,ST,Silver,67,60,67,61,66,36,74,2019-11-25 22:25:43
Manfred Starke,1. FC Kaiserslautern,Germany 3. Liga,ST,Silver,67,44,57,70,62,55,70,2019-11-25 22:25:43
Marc Endres,SpVgg Unterhaching,Germany 3. Liga,CB,Silver,67,68,53,66,71,66,61,2019-11-25 22:25:43
Ryan Colclough,Scunthorpe United,England EFL League Two,LM,Silver,67,66,45,53,59,68,71,2019-11-25 22:25:43
Cassiano,Boavista,Portugal Liga NOS,ST,Silver,67,88,64,62,65,62,74,2019-11-25 22:25:43
Leonardo Bertone,FC Cincinnati,USA Major League Soccer,CM,Silver,67,72,55,65,68,52,66,2019-11-25 22:25:43
Martin Boyle,Hibernian,Scotland Premiership,RM,Silver,67,51,65,67,69,59,63,2019-11-25 22:25:43
Caye Quintana,Cádiz CF,Spain Segunda A,ST,Silver,67,87,53,61,63,60,70,2019-11-25 22:25:43
Jack Whatmough,Portsmouth,England EFL League One,CB,Silver,67,48,30,39,39,63,81,2019-11-25 22:25:43
Luis Valcarce,SD Ponferradina,Spain Segunda A,LB,Silver,67,59,27,41,51,66,71,2019-11-25 22:25:43
Luis Felipe Gallegos,Necaxa,Mexico Liga MX,CM,Silver,67,64,64,53,60,30,77,2019-11-25 22:25:43
Mauro Dos Santos,CD Tenerife,Spain Segunda A,CB,Silver,67,68,46,64,64,65,73,2019-11-25 22:25:43
Frederik Holst,IF Elfsborg,Sweden Allsvenskan,RB,Silver,67,58,68,65,67,55,71,2019-11-25 22:25:43
Thomas Ebner,Austria Wien,Austria Bundesliga,CDM,Silver,67,71,57,62,70,60,59,2019-11-25 22:25:43
Pape Paye,FC Sochaux,France Ligue 2,RB,Silver,67,72,65,58,71,27,76,2019-11-25 22:25:43
Peter van Ooijen,VVV-Venlo,Holland Eredivisie,CAM,Silver,67,70,64,65,68,38,57,2019-11-25 22:25:43
Bruno Godeau,Mouscron,Belgium Jupiler Pro League,CB,Silver,67,79,67,61,68,47,68,2019-11-25 22:25:43
Renato,Shimizu S-Pulse,Japan J1 League,CDM,Silver,67,76,39,59,64,64,74,2019-11-25 22:25:43
Connor Chapman,Western United FC,Australia Hyundai A-League,CDM,Silver,67,77,59,62,70,39,57,2019-11-25 22:25:43
Muhannad Asiri,Al Ahli,Saudi Dawry Jameel League,ST,Silver,67,56,50,58,59,64,86,2019-11-25 22:25:43
Mohammed Jahfali,Al Hilal,Saudi Dawry Jameel League,CB,Silver,67,67,64,52,59,32,81,2019-11-25 22:25:43
Mansour Al Harbi,Al Ittihad,Saudi Dawry Jameel League,LB,Silver,67,38,47,58,55,63,78,2019-11-25 22:25:43
Declan Gallagher,Motherwell,Scotland Premiership,CB,Silver,67,52,39,50,45,65,76,2019-11-25 22:25:43
Yroundu Musavu-King,Le Mans FC,France Ligue 2,CB,Silver,67,73,65,58,68,31,61,2019-11-25 22:25:43
Rasmus Thelander,Vitesse,Holland Eredivisie,CB,Silver,67,46,68,61,62,43,65,2019-11-25 22:25:43
Bright Edomwonyi,Austria Wien,Austria Bundesliga,ST,Silver,67,34,66,59,64,42,80,2019-11-25 22:25:43
Florian Tardieu,ESTAC Troyes,France Ligue 2,CDM,Silver,67,67,55,63,65,64,75,2019-11-25 22:25:43
Hadi Sacko,Denizlispor,Turkey Süper Lig,RM,Silver,67,45,38,53,49,67,67,2019-11-25 22:25:43
Samuel,Jeonbuk Hyundai Motors,Korea K-League Classic,ST,Silver,67,82,63,61,69,52,61,2019-11-25 22:25:43
Hattan Bahebri,Al Hilal,Saudi Dawry Jameel League,LM,Silver,67,33,70,52,57,31,66,2019-11-25 22:25:43
David Henen,Charleroi,Belgium Jupiler Pro League,LW,Silver,67,68,55,62,64,64,66,2019-11-25 22:25:43
Jordan Moore-Taylor,Milton Keynes Dons,England EFL League One,CB,Silver,67,66,53,60,61,65,76,2019-11-25 22:25:43
Kolja Pusch,Admira Wacker,Austria Bundesliga,CAM,Silver,67,58,53,67,67,66,69,2019-11-25 22:25:43
Frédéric Brillant,D.C. United,USA Major League Soccer,CB,Silver,67,70,40,48,58,66,75,2019-11-25 22:25:43
Robin Pröpper,Heracles Almelo,Holland Eredivisie,CB,Silver,67,71,52,63,65,61,71,2019-11-25 22:25:43
Choi Sung Geun,Suwon Bluewings,Korea K-League Classic,CM,Silver,67,61,68,54,60,39,72,2019-11-25 22:25:43
Tom Pettersson,Östersunds FK,Sweden Allsvenskan,CB,Silver,67,81,65,51,66,33,74,2019-11-25 22:25:43
Mohammed Saeid,IK Sirius,Sweden Allsvenskan,CM,Silver,67,59,51,40,43,64,78,2019-11-25 22:25:43
Alex Gilbey,Milton Keynes Dons,England EFL League One,CM,Silver,67,42,68,57,62,42,73,2019-11-25 22:25:43
Simon Sandberg,Hammarby IF,Sweden Allsvenskan,RB,Silver,67,67,46,59,63,66,70,2019-11-25 22:25:43
Paulo Otávio,VfL Wolfsburg,Germany 1. Bundesliga,LB,Silver,67,74,50,62,62,62,76,2019-11-25 22:25:43
Pelly-Ruddock Mpanzu,Luton Town,England EFL Championship,CM,Silver,67,50,30,47,49,65,73,2019-11-25 22:25:43
Lasse Vigen,Brøndby IF,Denmark Superliga,CM,Silver,67,65,39,58,61,67,67,2019-11-25 22:25:43
Alan Mendoza,U.N.A.M.,Mexico Liga MX,LB,Silver,67,67,62,64,69,48,63,2019-11-25 22:25:43
Mart Lieder,SønderjyskE,Denmark Superliga,ST,Silver,67,77,61,42,64,30,79,2019-11-25 22:25:43
David Fällman,Hammarby IF,Sweden Allsvenskan,CB,Silver,67,51,33,48,49,64,75,2019-11-25 22:25:43
Stefan Thesker,Holstein Kiel,Germany 2. Bundesliga,CB,Silver,67,81,64,60,69,32,61,2019-11-25 22:25:43
Cándido Ramírez,Monarcas Morelia,Mexico Liga MX,LM,Silver,67,67,38,43,58,64,82,2019-11-25 22:25:43
Nick DeLeon,Toronto FC,USA Major League Soccer,RM,Silver,67,82,64,56,65,40,70,2019-11-25 22:25:43
Luis Silva,Seattle Sounders,USA Major League Soccer,ST,Silver,67,92,62,57,66,45,69,2019-11-25 22:25:43
Philipp Hofmann,Karlsruher SC,Germany 2. Bundesliga,ST,Silver,67,77,61,64,68,36,63,2019-11-25 22:25:43
Juan Cruz,Elche CF,Spain Segunda A,LB,Silver,67,61,51,55,58,63,77,2019-11-25 22:25:43
Achraf Lazaar,Cosenza,Italy Serie B,LB,Silver,67,34,44,64,63,67,68,2019-11-25 22:25:43
Davide Marsura,Livorno,Italy Serie B,ST,Silver,67,60,54,62,61,63,77,2019-11-25 22:25:43
Moreno Rutten,Crotone,Italy Serie B,RB,Silver,67,69,52,65,66,63,62,2019-11-25 22:25:43
Marco Chiosa,Chiavari,Italy Serie B,CB,Silver,67,49,51,70,69,56,67,2019-11-25 22:25:43
Gwion Edwards,Ipswich Town,England EFL League One,RW,Silver,67,46,56,55,57,64,84,2019-11-25 22:25:43
Tekio,Elche CF,Spain Segunda A,RB,Silver,67,78,65,57,70,47,70,2019-11-25 22:25:43
Michael Ihiekwe,Rotherham United,England EFL League One,CB,Silver,67,72,57,63,66,64,68,2019-11-25 22:25:43
Martin Pušić,SV Mattersburg,Austria Bundesliga,ST,Silver,67,77,49,57,65,62,74,2019-11-25 22:25:43
Jack Baldwin,Salford City,England EFL League Two,CB,Silver,67,69,52,61,63,65,77,2019-11-25 22:25:43
Herman Sørby Stengel,Strømsgodset Toppfotball,Norway Eliteserien,CM,Silver,67,80,63,62,71,24,63,2019-11-25 22:25:43
Dylan McGeouch,Sunderland,England EFL League One,CM,Silver,67,56,52,54,57,66,69,2019-11-25 22:25:43
Wilson Kamavuaka,SV Darmstadt 98,Germany 2. Bundesliga,CDM,Silver,67,83,57,61,67,59,69,2019-11-25 22:25:43
Korbinian Vollmann,Hansa Rostock,Germany 3. Liga,LM,Silver,67,54,67,65,67,53,57,2019-11-25 22:25:43
Youssef Toutouh,Aarhus GF,Denmark Superliga,LM,Silver,67,49,47,61,65,65,75,2019-11-25 22:25:43
Phillipp Steinhart,TSV 1860 München,Germany 3. Liga,LB,Silver,67,52,64,68,67,36,59,2019-11-25 22:25:43
Grant Hall,Queens Park Rangers,England EFL Championship,CB,Silver,67,72,53,59,64,65,63,2019-11-25 22:25:43
Thomas Grøgaard,SK Brann,Norway Eliteserien,LB,Silver,67,41,62,69,69,36,57,2019-11-25 22:25:43
Stanley Elbers,PEC Zwolle,Holland Eredivisie,RW,Silver,67,60,53,63,63,63,76,2019-11-25 22:25:43
Adedeji Oshilaja,Charlton Athletic,England EFL Championship,CB,Silver,67,54,60,70,69,51,42,2019-11-25 22:25:43
Shawn Parker,SpVgg Greuther Fürth,Germany 2. Bundesliga,ST,Silver,67,53,55,59,63,67,78,2019-11-25 22:25:43
Rory McKenzie,Kilmarnock,Scotland Premiership,RM,Silver,67,65,53,67,68,64,65,2019-11-25 22:25:43
Cerrajería,CD Mirandés,Spain Segunda A,CAM,Silver,67,74,66,59,65,59,78,2019-11-25 22:25:43
Curtis Edwards,Djurgårdens IF,Sweden Allsvenskan,CM,Silver,67,73,66,53,68,36,61,2019-11-25 22:25:43
Xavi Molina,Eupen,Belgium Jupiler Pro League,RB,Silver,67,62,50,62,62,66,67,2019-11-25 22:25:43
Alexander Ludwig,AC Horsens,Denmark Superliga,CB,Silver,67,62,61,66,70,62,65,2019-11-25 22:25:43
Jens Jønsson,Atiker Konyaspor,Turkey Süper Lig,CDM,Silver,67,44,37,42,45,66,76,2019-11-25 22:25:43
Gerard Badía,Piast Gliwice,Poland Ekstraklasa,RM,Silver,67,32,50,64,53,67,69,2019-11-25 22:25:43
Jiří Skalák,Millwall,England EFL Championship,LM,Silver,67,67,60,68,68,44,47,2019-11-25 22:25:43
Lass Bangoura,Vancouver Whitecaps,USA Major League Soccer,RM,Silver,67,48,70,60,62,29,65,2019-11-25 22:25:43
Mathias Fetsch,Hallescher FC,Germany 3. Liga,ST,Silver,67,49,42,52,50,64,75,2019-11-25 22:25:43
Leandro,Kashima Antlers,Japan J1 League,LM,Silver,67,55,37,46,48,65,70,2019-11-25 22:25:43
Kristoffer Løkberg,Viking FK,Norway Eliteserien,CM,Silver,67,54,49,57,59,67,75,2019-11-25 22:25:43
Adnane Tighadouini,Málaga CF,Spain Segunda A,LM,Silver,67,71,56,60,65,63,71,2019-11-25 22:25:43
Rob Hall,Oxford United,England EFL League One,RM,Silver,67,57,66,51,60,35,69,2019-11-25 22:25:43
Ben Halloran,Adelaide United,Australia Hyundai A-League,RM,Silver,67,46,31,50,53,67,65,2019-11-25 22:25:43
Héctor,CD Numancia,Spain Segunda A,LB,Silver,67,46,37,44,41,67,72,2019-11-25 22:25:43
Noguera,CD Numancia,Spain Segunda A,RM,Silver,67,73,67,64,67,40,72,2019-11-25 22:25:43
Sin Se Gye,Suwon Bluewings,Korea K-League Classic,RB,Silver,67,83,60,58,72,36,61,2019-11-25 22:25:43
Park Jin Po,Jeju United,Korea K-League Classic,RM,Silver,67,49,42,55,54,63,80,2019-11-25 22:25:43
Li Ke,Beijing Sinobo Guoan,China Super League,CM,Silver,67,59,55,63,57,65,81,2019-11-25 22:25:43
Cornel Râpă,Cracovia Kraków,Poland Ekstraklasa,RB,Silver,67,73,66,53,65,44,72,2019-11-25 22:25:43
Hernán,Real Sporting de Gijón,Spain Segunda A,CM,Silver,67,50,45,54,49,66,73,2019-11-25 22:25:43
Hector Jimenez,Columbus Crew SC,USA Major League Soccer,LB,Silver,67,49,32,49,48,64,80,2019-11-25 22:25:43
Michael Boxall,Minnesota United FC,USA Major League Soccer,CB,Silver,67,53,46,56,58,64,78,2019-11-25 22:25:43
Chuks Aneke,Charlton Athletic,England EFL Championship,ST,Silver,67,49,46,59,56,65,72,2019-11-25 22:25:43
Eriq Zavaleta,Toronto FC,USA Major League Soccer,CB,Silver,67,42,44,42,48,67,68,2019-11-25 22:25:43
Luis Carlos Arias,Unión Magdalena,Colombia Liga Aguila,LM,Silver,67,58,65,71,62,61,65,2019-11-25 22:25:43
Jon Flanagan,Rangers,Scotland Premiership,LB,Silver,67,77,64,58,68,26,61,2019-11-25 22:25:43
