NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
Román Martínez,Estudiantes,Primera División,CAM,Silver,69,60,68,45,59,32,78,2018-09-19 11:18:35
Facundo Erpen,Atlas,LIGA Bancomer MX,CB,Silver,69,57,34,46,49,65,79,2018-09-19 11:18:35
Osmar Ferreyra,River Plate,Primera División,LM,Silver,69,71,66,68,68,60,75,2018-09-19 11:18:35
Blagoy Georgiev,Rubin Kazan,Russian League,CDM,Silver,69,75,64,66,75,33,62,2018-09-19 11:18:35
Tal Ben Haim,Charlton Ath,FL Championship,CB,Silver,69,77,58,65,72,45,62,2018-09-19 11:18:35
Ross Wallace,Burnley,Barclays PL,RM,Silver,69,85,66,60,69,33,61,2018-09-19 11:18:35
Jake Buxton,Derby County,FL Championship,CB,Silver,69,49,70,60,63,38,80,2018-09-19 11:18:35
Waldo Ponce,Uni. de Chile,Camp. Scotiabank,CB,Silver,69,72,76,50,62,30,57,2018-09-19 11:18:35
Aldo De Nigris,Guadalajara,LIGA Bancomer MX,ST,Silver,69,69,68,60,67,27,66,2018-09-19 11:18:35
Juan Pablo Rodríguez,Santos Laguna,LIGA Bancomer MX,CM,Silver,69,77,58,65,68,42,51,2018-09-19 11:18:35
Joris Marveaux,Montpellier HSC,Ligue 1,CDM,Silver,69,66,68,55,65,36,70,2018-09-19 11:18:35
Carlos Salcido,Guadalajara,LIGA Bancomer MX,CDM,Silver,69,66,67,57,72,35,71,2018-09-19 11:18:35
Bryan Bergougnoux,Tours FC,Ligue 2,CAM,Silver,69,50,48,55,54,66,79,2018-09-19 11:18:35
Franck Signorino,Stade Reims,Ligue 1,LB,Silver,69,60,39,57,52,67,74,2018-09-19 11:18:35
Georgios Samaras,West Brom,Barclays PL,ST,Silver,69,66,69,63,68,38,66,2018-09-19 11:18:35
Torsten Mattuschka,Union Berlin,2. Bundesliga,CAM,Silver,69,75,67,62,70,42,69,2018-09-19 11:18:35
Papa Waigo,Al-Raed,ALJ League,ST,Silver,69,80,68,47,72,31,62,2018-09-19 11:18:35
Alessandro Budel,Brescia,Serie B,CDM,Silver,69,51,41,51,45,68,79,2018-09-19 11:18:35
Marcelo Nicácio,Al-Faisaly,ALJ League,ST,Silver,69,69,66,62,65,67,65,2018-09-19 11:18:35
David García,Girona CF,Liga Adelante,LB,Silver,69,72,68,61,69,28,70,2018-09-19 11:18:35
Ángel,UD Las Palmas,Liga Adelante,RB,Silver,69,78,63,67,66,54,62,2018-09-19 11:18:35
Stephen Dobbie,Fleetwood Town,Football League,CAM,Silver,69,55,32,51,44,69,74,2018-09-19 11:18:35
Grégory Bourillon,Stade Reims,Ligue 1,CDM,Silver,69,83,68,52,74,35,73,2018-09-19 11:18:35
Adem Koçak,Sivasspor,Süper Lig,CM,Silver,69,76,60,62,70,56,74,2018-09-19 11:18:35
Hasan Kabze,Konyaspor,Süper Lig,ST,Silver,69,70,67,66,70,38,70,2018-09-19 11:18:35
Andrea Mantovani,Palermo,Serie A,CB,Silver,69,75,67,70,72,68,55,2018-09-19 11:18:35
Elyasa Süme,Gaziantepspor,Süper Lig,RB,Silver,69,62,47,63,58,69,68,2018-09-19 11:18:35
Sébastien Roudet,LB Chateauroux,Ligue 2,CM,Silver,69,62,27,45,50,68,72,2018-09-19 11:18:35
Mario Eggimann,Union Berlin,2. Bundesliga,CB,Silver,69,72,62,66,67,66,68,2018-09-19 11:18:35
Nino,CA Osasuna,Liga Adelante,CAM,Silver,69,75,69,50,67,29,73,2018-09-19 11:18:35
David López,CD Lugo,Liga Adelante,RW,Silver,69,66,64,69,66,65,74,2018-09-19 11:18:35
Rafael Olarra,Audax Italiano,Camp. Scotiabank,CB,Silver,69,56,62,70,65,64,72,2018-09-19 11:18:35
Antonio Hidalgo,Sabadell FC,Liga Adelante,CM,Silver,69,73,52,61,67,65,71,2018-09-19 11:18:35
Grégory Pujol,GFC Ajaccio,Ligue 2,ST,Silver,69,63,68,46,59,32,82,2018-09-19 11:18:35
Leandro Cufré,Leones Negros,LIGA Bancomer MX,CB,Silver,69,71,64,66,69,29,71,2018-09-19 11:18:35
Seol Ki Hyeon,Incheon United,K LEAGUE,ST,Silver,69,64,68,61,66,32,72,2018-09-19 11:18:35
Luca Belingheri,Livorno,Serie B,CAM,Silver,69,67,33,53,44,70,75,2018-09-19 11:18:35
Goran Šukalo,Greuther Fürth,2. Bundesliga,CDM,Silver,69,80,63,65,72,61,72,2018-09-19 11:18:35
Jobi McAnuff,Leyton Orient,Football League,LM,Silver,69,70,66,60,68,31,70,2018-09-19 11:18:35
Andy Reid,Nott'm Forest,FL Championship,CAM,Silver,69,72,54,58,66,68,68,2018-09-19 11:18:35
Alaeddine Yahia,RC Lens,Ligue 1,CB,Silver,69,64,39,50,38,66,80,2018-09-19 11:18:35
Bruno Grougi,Stade Brest,Ligue 2,CAM,Silver,69,54,64,67,67,62,74,2018-09-19 11:18:35
Anthony Le Tallec,Valenciennes FC,Ligue 2,ST,Silver,69,88,55,62,74,49,50,2018-09-19 11:18:35
Laurent Bonnart,LB Chateauroux,Ligue 2,LB,Silver,69,45,41,57,46,66,81,2018-09-19 11:18:35
Lionel Mathis,EA Guingamp,Ligue 1,CM,Silver,69,74,65,65,70,49,61,2018-09-19 11:18:35
Carlos Bocanegra,Chivas USA,MLS,CB,Silver,69,88,59,63,70,37,50,2018-09-19 11:18:35
Hans Henrik Andreasen,Esbjerg fB,Superliga,CM,Silver,69,74,60,69,69,64,60,2018-09-19 11:18:35
Steven Reid,Burnley,Barclays PL,RB,Silver,69,69,63,63,63,65,77,2018-09-19 11:18:35
Alessandro Agostini,Hellas Verona,Serie A,LB,Silver,69,76,60,67,64,62,83,2018-09-19 11:18:35
Grant Holt,Wigan Athletic,FL Championship,ST,Silver,69,69,70,47,54,28,78,2018-09-19 11:18:35
Pintassilgo,FC Arouca,Primeira Liga,RW,Silver,69,91,53,64,70,41,56,2018-09-19 11:18:35
Manú,Vitória FC,Primeira Liga,RW,Silver,69,71,63,68,70,65,66,2018-09-19 11:18:35
Andy O'Brien,Whitecaps FC,MLS,CB,Silver,69,74,68,61,69,54,76,2018-09-19 11:18:35
Benjamin Nivet,ES Troyes,Ligue 2,CAM,Silver,69,67,52,56,61,66,76,2018-09-19 11:18:35
Cedrick,CA Osasuna,Liga Adelante,LM,Silver,69,67,57,64,68,63,78,2018-09-19 11:18:35
Ben Mee,Burnley,Barclays PL,LB,Silver,69,64,69,71,68,29,73,2018-09-19 11:18:35
Herold Goulon,Zawisza,Ekstraklasa,CDM,Silver,69,59,43,61,64,65,73,2018-09-19 11:18:35
Jesús Corona,FC Twente,Eredivisie,RW,Silver,69,86,59,62,74,26,62,2018-09-19 11:18:35
Maikon Leite,Atlas,LIGA Bancomer MX,ST,Silver,69,76,46,52,58,65,79,2018-09-19 11:18:35
Bryan Linssen,Heracles Almelo,Eredivisie,LW,Silver,69,55,63,75,59,50,68,2018-09-19 11:18:35
Robbert Schilder,FC Twente,Eredivisie,LB,Silver,69,77,68,65,69,64,76,2018-09-19 11:18:35
Pelé van Anholt,sc Heerenveen,Eredivisie,RB,Silver,69,72,59,64,71,63,78,2018-09-19 11:18:35
Georges Mandjeck,FC Metz,Ligue 2,CDM,Silver,68,45,52,54,49,71,78,2018-09-19 11:18:35
Adam Nemec,Willem II,Eredivisie,ST,Silver,68,51,27,40,39,67,76,2018-09-19 11:18:35
Mustapha Oussalah,Royal Mouscron,Pro League,LM,Silver,68,53,36,47,42,68,74,2018-09-19 11:18:35
Paweł Wszołek,Hellas Verona,Serie A,RM,Silver,68,67,28,49,41,68,77,2018-09-19 11:18:35
Ilie Sánchez,Elche CF,Liga BBVA,CDM,Silver,68,76,54,65,62,65,70,2018-09-19 11:18:35
Luka Đorđević,SD Ponferradina,Liga Adelante,ST,Silver,68,73,67,60,67,28,69,2018-09-19 11:18:35
David Hubert,Royal Mouscron,Pro League,CDM,Silver,68,86,56,63,71,29,55,2018-09-19 11:18:35
Pavel Pogrebnyak,Dinamo Moskva,Russian League,ST,Silver,68,86,50,62,71,66,57,2018-09-19 11:18:35
Gabriel Tamaş,Cardiff City,FL Championship,CB,Silver,68,89,46,62,75,64,57,2018-09-19 11:18:35
Érick Moreno,Real Valladolid,Liga BBVA,ST,Silver,68,72,67,69,74,56,69,2018-09-19 11:18:35
Axel Ngando,SC Bastia,Ligue 1,CAM,Silver,68,58,69,55,61,28,78,2018-09-19 11:18:35
Riccardo Cazzola,Livorno,Serie A,CM,Silver,68,77,64,62,73,32,58,2018-09-19 11:18:35
Ghislain Gimbert,Le Havre AC,Ligue 2,ST,Silver,68,73,63,71,66,58,65,2018-09-19 11:18:35
DeAndre Yedlin,Sunderland,Barclays PL,RB,Silver,68,76,58,64,69,64,72,2018-09-19 11:18:35
Marco Djuricin,Brentford,Football League,ST,Silver,68,74,52,61,63,68,72,2018-09-19 11:18:35
Jacob Butterfield,Derby County,FL Championship,CM,Silver,68,74,36,53,52,68,80,2018-09-19 11:18:35
Ricardo Faty,Bursaspor,Süper Lig,CDM,Silver,68,88,51,57,73,27,58,2018-09-19 11:18:35
Sekou Cissé,FC Sochaux,Ligue 1,LM,Silver,68,83,65,62,72,33,62,2018-09-19 11:18:35
Lorenzo Reyes,UD Almería,Liga BBVA,CDM,Silver,68,78,69,65,73,55,55,2018-09-19 11:18:35
Lenny Nangis,LOSC Lille,Ligue 1,LM,Silver,68,77,63,63,71,26,50,2018-09-19 11:18:35
Gaëtan Bussmann,1. FSV Mainz 05,Bundesliga,LB,Silver,68,81,34,67,67,64,67,2018-09-19 11:18:35
Fábio Martins,Paços Ferreira,Primeira Liga,LM,Silver,68,69,36,45,51,71,75,2018-09-19 11:18:35
Ben Rienstra,AZ,Eredivisie,CM,Silver,68,75,50,60,66,66,84,2018-09-19 11:18:35
Elvis Manu,Brighton,FL Championship,LW,Silver,68,64,30,50,49,67,74,2018-09-19 11:18:35
Michail Antonio,West Ham,Barclays PL,LM,Silver,68,80,69,58,73,24,49,2018-09-19 11:18:35
Tiago Gomes,FC Metz,Ligue 2,LB,Silver,68,78,64,54,73,28,55,2018-09-19 11:18:35
Yaşin Pehlivan,RB Salzburg,A. Bundesliga,CDM,Silver,68,67,66,54,64,33,67,2018-09-19 11:18:35
Bruno Urribarri,Rafaela,Primera División,LB,Silver,68,79,48,64,63,64,76,2018-09-19 11:18:35
Niklas Stark,Hertha BSC,Bundesliga,CDM,Silver,68,67,57,71,62,61,71,2018-09-19 11:18:35
Cédric Bakambu,Villarreal CF,Liga BBVA,LM,Silver,68,56,50,54,55,70,73,2018-09-19 11:18:35
Iuri Medeiros,Moreirense FC,Primeira Liga,RW,Silver,68,67,74,70,70,50,75,2018-09-19 11:18:35
Abdul Rahman Baba,Chelsea,Barclays PL,LB,Silver,68,66,64,60,65,53,63,2018-09-19 11:18:35
Andrea Belotti,Torino,Serie A,ST,Silver,68,79,61,69,76,52,69,2018-09-19 11:18:35
Edgar Salli,FC St. Gallen,Raiffeisen SL,LM,Silver,68,78,68,65,69,26,57,2018-09-19 11:18:35
Maxime Colin,Brentford,Football League,RB,Silver,68,64,69,50,59,35,75,2018-09-19 11:18:35
Iain Vigurs,Inverness CT,Scottish Prem,CM,Silver,68,61,45,56,57,68,77,2018-09-19 11:18:35
Pasquale Schiattarella,Latina,Serie B,CM,Silver,68,53,71,51,63,39,77,2018-09-19 11:18:35
Gonzalo Zárate,FC Thun,Raiffeisen SL,RM,Silver,68,75,50,62,70,66,70,2018-09-19 11:18:35
Marcus Pedersen,Strømsgodset IF,Tippeligaen,ST,Silver,68,50,48,55,54,66,79,2018-09-19 11:18:35
György Garics,Darmstadt,2. Bundesliga,RB,Silver,68,89,46,62,75,64,57,2018-09-19 11:18:35
Astrit Ajdarević,Örebro SK,Allsvenskan,CM,Silver,68,71,65,69,66,57,68,2018-09-19 11:18:35
Herculez Gomez,Toronto FC,MLS,ST,Silver,68,55,67,46,58,32,73,2018-09-19 11:18:35
Samuele Longo,Frosinone,Serie B,ST,Silver,68,75,57,66,67,63,75,2018-09-19 11:18:35
Teddy Chevalier,Çaykur Rizespor,Süper Lig,ST,Silver,68,59,35,42,41,69,72,2018-09-19 11:18:35
Uwe Hünemeier,Brighton,FL Championship,CB,Silver,68,75,50,62,70,66,70,2018-09-19 11:18:35
Alexander Sørloth,FK Bodø/Glimt,Tippeligaen,ST,Silver,68,82,64,56,73,26,69,2018-09-19 11:18:35
Antonio Rozzi,Lanciano,Serie B,RW,Silver,68,73,56,50,54,65,81,2018-09-19 11:18:35
Hakan Arslan,Kasimpaşa SK,Süper Lig,CAM,Silver,68,78,66,46,68,29,68,2018-09-19 11:18:35
Jack McInerney,Columbus Crew,MLS,ST,Silver,68,75,54,63,67,66,73,2018-09-19 11:18:35
Craig Mackail-Smith,Luton Town,Football League 2,ST,Silver,68,57,76,71,64,53,64,2018-09-19 11:18:35
Paul Konchesky,QPR,Barclays PL,LB,Silver,68,80,64,64,74,42,57,2018-09-19 11:18:35
Alexander Szymanowski,CD Leganés,Liga Adelante,LM,Silver,68,70,66,60,68,31,70,2018-09-19 11:18:35
Steve Morison,Millwall,FL Championship,ST,Silver,68,71,68,56,62,34,82,2018-09-19 11:18:35
Wallace,Carpi,Serie B,RB,Silver,68,67,45,56,46,68,62,2018-09-19 11:18:35
Steeven Joseph-Monrose,Stade Brest,Ligue 2,LM,Silver,68,80,70,62,66,28,54,2018-09-19 11:18:35
Gianni Munari,Cagliari,Serie A,CM,Silver,68,73,67,60,67,28,69,2018-09-19 11:18:35
Kevin McNaughton,Wigan Athletic,FL Championship,RB,Silver,68,69,58,68,68,59,72,2018-09-19 11:18:35
Rudy Gestede,Aston Villa,Barclays PL,ST,Silver,68,73,30,49,61,68,71,2018-09-19 11:18:35
Muhamed Keita,Stabæk Fotball,Tippeligaen,LM,Silver,68,82,69,44,68,28,71,2018-09-19 11:18:35
Francisco Rodriguez,VfL Wolfsburg,Bundesliga,RM,Silver,68,73,64,64,72,35,43,2018-09-19 11:18:35
Philipp Hofmann,Brentford,Football League,ST,Silver,68,79,55,62,71,43,69,2018-09-19 11:18:35
Marcelo Silva,Real Valladolid,Liga BBVA,CB,Silver,68,67,68,53,66,33,75,2018-09-19 11:18:35
Maikel Kieftenbeld,Birmingham City,FL Championship,CDM,Silver,68,78,65,57,69,36,77,2018-09-19 11:18:35
Diego Fabbrini,Middlesbrough,FL Championship,CF,Silver,68,46,30,43,41,68,83,2018-09-19 11:18:35
Michael Jacobs,Wigan Athletic,FL Championship,LM,Silver,68,86,60,62,75,27,65,2018-09-19 11:18:35
Lasse Vibe,Brentford,Football League,ST,Silver,68,66,72,61,64,35,72,2018-09-19 11:18:35
Darius Henderson,Scunthorpe Utd,Football League 2,ST,Silver,68,62,58,68,65,54,75,2018-09-19 11:18:35
Rafael Borré,Deportivo Cali,Liga Postobón,ST,Silver,68,75,64,66,75,33,62,2018-09-19 11:18:35
Junior Tallo,LOSC Lille,Ligue 1,ST,Silver,68,84,62,61,69,52,70,2018-09-19 11:18:35
Tomasz Podgórski,Ruch Chorzów,Ekstraklasa,RM,Silver,68,75,62,62,72,31,79,2018-09-19 11:18:35
Dani Schahin,FSV Frankfurt,2. Bundesliga,ST,Silver,68,55,32,51,44,69,74,2018-09-19 11:18:35
Óscar Díaz,CD Numancia,Liga Adelante,ST,Silver,68,59,52,48,49,69,71,2018-09-19 11:18:35
Rodnei,1860 Munich,2. Bundesliga,CB,Silver,68,88,65,62,71,39,63,2018-09-19 11:18:35
Jérémy Choplin,Cham. Niortais,Ligue 2,CB,Silver,68,82,66,58,77,26,47,2018-09-19 11:18:35
Erik Falkenburg,Willem II,Eredivisie,CAM,Silver,68,73,67,63,75,28,61,2018-09-19 11:18:35
Scott McDonald,Motherwell,Scottish Prem,CAM,Silver,68,67,66,56,69,29,59,2018-09-19 11:18:35
Geoffrey Malfleury,Tours FC,Ligue 2,ST,Silver,68,71,70,63,68,37,60,2018-09-19 11:18:35
Héctor Rodas,Córdoba CF,Liga Adelante,CB,Silver,68,58,69,55,61,28,78,2018-09-19 11:18:35
Yerson Opazo,CD Huachipato,Camp. Scotiabank,RB,Silver,68,75,63,62,74,35,63,2018-09-19 11:18:35
Santiago Tréllez,Sarandí,Primera División,ST,Silver,68,70,70,62,66,40,72,2018-09-19 11:18:35
Luis Silva,Real Salt Lake,MLS,CAM,Silver,68,68,53,58,62,68,74,2018-09-19 11:18:35
Hernán Pellerano,Independiente,Nacional B,CB,Silver,68,33,32,44,43,68,73,2018-09-19 11:18:35
Nadir Çiftçi,Celtic,Scottish Prem,ST,Silver,68,50,36,42,40,70,73,2018-09-19 11:18:35
Moussa Kone,Cesena,Serie B,CM,Silver,68,93,52,63,70,61,76,2018-09-19 11:18:35
Martyn Woolford,Sheffield Utd,Football League,LM,Silver,68,74,65,68,77,31,60,2018-09-19 11:18:35
Vladimir Marín,Águilas Doradas,Liga Postobón,LB,Silver,68,62,27,45,50,68,72,2018-09-19 11:18:35
Cédric Cambon,Le Havre AC,Ligue 2,CB,Silver,68,69,34,35,48,71,68,2018-09-19 11:18:35
Jonathan Tah,Bayer 04,Bundesliga,CB,Silver,68,80,70,62,66,28,54,2018-09-19 11:18:35
Davide Zappacosta,Torino,Serie A,RM,Silver,68,69,64,67,74,40,45,2018-09-19 11:18:35
Samuele Longo,Inter,Serie A,ST,Silver,68,75,50,62,70,66,70,2018-09-19 11:18:35
Luis Pérez,Monterrey,LIGA Bancomer MX,CDM,Silver,68,73,34,62,55,66,72,2018-09-19 11:18:35
Alexandr Kolomeytsev,Lokomotiv,Russian League,LM,Silver,68,81,64,56,74,32,44,2018-09-19 11:18:35
Evaldo,Moreirense FC,Primeira Liga,LB,Silver,68,35,70,50,54,32,71,2018-09-19 11:18:35
John Sutton,St. Johnstone,Scottish Prem,ST,Silver,68,78,67,53,71,28,63,2018-09-19 11:18:35
Nassim Ben Khalifa,Eskişehirspor,Süper Lig,SS,Silver,68,73,67,60,67,28,69,2018-09-19 11:18:35
Enzo Gutiérrez,CD Palestino,Camp. Scotiabank,ST,Silver,68,75,62,62,72,31,79,2018-09-19 11:18:35
Dedryck Boyata,Celtic,Scottish Prem,RB,Silver,68,71,65,69,66,57,68,2018-09-19 11:18:35
José María Cárdenas,Tijuana,LIGA Bancomer MX,LM,Silver,68,33,32,44,43,68,73,2018-09-19 11:18:35
Carlos Ochoa,Monarcas,LIGA Bancomer MX,ST,Silver,68,85,46,54,74,66,63,2018-09-19 11:18:35
Martin Lorentzson,Åtvidabergs FF ,Allsvenskan,RB,Silver,68,76,58,64,69,64,72,2018-09-19 11:18:35
Fredrik Semb Berge,Molde FK,Tippeligaen,CB,Silver,68,63,37,62,54,63,62,2018-09-19 11:18:35
Aleandro Rosi,Frosinone,Serie B,RM,Silver,68,80,60,62,74,30,49,2018-09-19 11:18:35
Filipe Gonçalves,Moreirense FC,Primeira Liga,CM,Silver,68,75,60,63,74,39,62,2018-09-19 11:18:35
Martín Rodríguez,Colo-Colo,Camp. Scotiabank,LW,Silver,68,73,63,66,70,30,59,2018-09-19 11:18:35
Joël Sami,Zulte-Waregem,Pro League,CB,Silver,68,66,62,69,73,61,72,2018-09-19 11:18:35
Joe Corona,Veracruz,LIGA Bancomer MX,CM,Silver,68,79,69,65,75,53,68,2018-09-19 11:18:35
Jorge Zárate,Atlas,LIGA Bancomer MX,LM,Silver,68,88,57,60,77,27,48,2018-09-19 11:18:35
Artur Yusupov,Zenit,Russian League,CDM,Silver,68,70,51,64,75,25,43,2018-09-19 11:18:35
Yoni Buyens,KRC Genk,Pro League,CM,Silver,68,70,34,56,50,69,67,2018-09-19 11:18:35
Mikkel Thygesen,Randers FC,Superliga,CM,Silver,68,68,32,50,61,68,80,2018-09-19 11:18:35
Lars Veldwijk,PEC Zwolle,Eredivisie,ST,Silver,68,82,64,56,73,26,69,2018-09-19 11:18:35
Ryan Fraser,Ipswich Town,FL Championship,LM,Silver,68,78,66,46,68,29,68,2018-09-19 11:18:35
Funso Ojo,Willem II,Eredivisie,CM,Silver,68,87,68,54,71,25,69,2018-09-19 11:18:35
Jamie Mackie,QPR,Barclays PL,RM,Silver,68,71,62,65,69,52,76,2018-09-19 11:18:35
Ronald Zubar,NY Red Bulls,MLS,CB,Silver,68,64,62,70,67,54,70,2018-09-19 11:18:35
Marten de Roon,Atalanta,Serie A,CDM,Silver,68,68,42,57,63,69,79,2018-09-19 11:18:35
Magnus Eriksson,Brøndby IF,Superliga,ST,Silver,68,72,59,64,71,63,78,2018-09-19 11:18:35
Mohamed El Makrini,Odense Boldklub,Superliga,CDM,Silver,68,65,59,67,62,66,69,2018-09-19 11:18:35
Daniel Royer,FC Midtjylland,Superliga,LM,Silver,68,64,34,41,49,69,72,2018-09-19 11:18:35
Carpio,Deport. Alavés,Liga Adelante,RB,Silver,68,75,57,66,67,63,75,2018-09-19 11:18:35
Mora,Deport. Alavés,Liga Adelante,CM,Silver,68,61,66,51,63,29,72,2018-09-19 11:18:35
Rodolfo Salinas,Atlas,LIGA Bancomer MX,CM,Silver,68,66,52,65,64,65,67,2018-09-19 11:18:35
César Fuentes,Uni. Católica,Camp. Scotiabank,CM,Silver,68,73,30,49,61,68,71,2018-09-19 11:18:35
Stefan Ilsanker,RB Leipzig,2. Bundesliga,CDM,Silver,68,85,71,60,73,26,65,2018-09-19 11:18:35
Christian Strohdiek,F. Düsseldorf,2. Bundesliga,CB,Silver,68,72,62,66,67,66,68,2018-09-19 11:18:35
Matthew Mills,Nott'm Forest,FL Championship,CB,Silver,68,90,59,59,73,26,76,2018-09-19 11:18:35
Rasmus Thelander,Panathinaikos,Hellas Liga,CB,Silver,68,59,43,61,64,65,73,2018-09-19 11:18:35
Joan Oriol,RCD Mallorca,Liga Adelante,LB,Silver,68,56,54,62,61,63,78,2018-09-19 11:18:35
Fedor Smolov,FC Krasnodar,Russian League,ST,Silver,68,74,65,70,71,53,67,2018-09-19 11:18:35
Steeven Langil,Waasl.-Beveren,Pro League,LM,Silver,68,80,49,65,65,64,76,2018-09-19 11:18:35
Edgar Castillo,Monterrey,LIGA Bancomer MX,LB,Silver,68,54,39,44,56,68,70,2018-09-19 11:18:35
Ruben Ligeon,Willem II,Eredivisie,RB,Silver,68,54,56,38,40,68,79,2018-09-19 11:18:35
Stephen Quinn,Reading,FL Championship,CM,Silver,68,74,70,54,66,29,55,2018-09-19 11:18:35
Mariano Pavone,Racing Club,Primera División,ST,Silver,68,71,70,63,68,37,60,2018-09-19 11:18:35
Adnane Tighadouini,Málaga CF,Liga BBVA,LM,Silver,68,67,46,61,65,68,79,2018-09-19 11:18:35
Tom Cairney,Fulham,FL Championship,RM,Silver,68,91,66,60,72,33,62,2018-09-19 11:18:35
Simon Poulsen,PSV,Eredivisie,LB,Silver,68,88,55,62,74,49,50,2018-09-19 11:18:35
Enrique Pérez,Monarcas,LIGA Bancomer MX,RB,Silver,68,67,55,65,71,66,65,2018-09-19 11:18:35
Duško Tošić,Beşiktaş JK,Süper Lig,CB,Silver,68,83,50,63,67,64,57,2018-09-19 11:18:35
Lesly de Sa,Willem II,Eredivisie,RW,Silver,68,72,67,58,70,36,69,2018-09-19 11:18:35
Sammy Ameobi,Cardiff City,FL Championship,LM,Silver,68,81,60,64,74,35,56,2018-09-19 11:18:35
Luis Carlos Arias,Indep. Medellín,Liga Postobón,LM,Silver,68,83,61,71,68,30,56,2018-09-19 11:18:35
Aniello Cutolo,Chiavari,Serie B,RW,Silver,68,88,68,50,74,31,57,2018-09-19 11:18:35
Grimaldo,FC Barcelona,Liga BBVA,LB,Silver,68,82,64,53,68,29,62,2018-09-19 11:18:35
Rodrigo Ely,Milan,Serie A,CB,Silver,68,71,58,68,67,64,68,2018-09-19 11:18:35
Yacouba Sylla,Stade Rennais,Ligue 1,CM,Silver,68,88,64,63,72,31,60,2018-09-19 11:18:35
Dominique Heintz,1. FC Köln,2. Bundesliga,CB,Silver,68,73,63,68,69,25,53,2018-09-19 11:18:35
Elias Kachunga,FC Ingolstadt,2. Bundesliga,ST,Silver,68,69,45,57,62,64,76,2018-09-19 11:18:35
Juanmi,Southampton,Barclays PL,CAM,Silver,68,67,44,54,56,70,76,2018-09-19 11:18:35
Danny Latza,1. FSV Mainz 05,Bundesliga,CM,Silver,68,79,61,69,76,52,69,2018-09-19 11:18:35
Sloan Privat,EA Guingamp,Ligue 1,ST,Silver,68,73,56,50,54,65,81,2018-09-19 11:18:35
Ludovic Baal,Stade Rennais,Ligue 1,LB,Silver,68,75,28,62,66,69,62,2018-09-19 11:18:35
Mirko Valdifiori,Napoli,Serie A,CDM,Silver,68,66,60,68,71,59,65,2018-09-19 11:18:35
Lorcan Fitzgerald,Bohemians FC,Airtricity League,LB,Silver,68,62,34,36,38,70,77,2018-09-19 11:18:35
Kamil Wilczek,Piast Gliwice,Ekstraklasa,ST,Silver,68,66,34,50,47,68,72,2018-09-19 11:18:35
Dele Alli,MK Dons,Football League,CDM,Silver,68,62,33,50,51,66,75,2018-09-19 11:18:35
Diego Laxalt,Genoa,Serie A,CM,Silver,68,66,52,61,64,65,73,2018-09-19 11:18:35
Oleksandr Iakovenko,ADO Den Haag,Eredivisie,RM,Silver,68,86,66,48,65,34,71,2018-09-19 11:18:35
Apostolos Vellios,FC Vestsjælland,Superliga,ST,Silver,68,70,66,68,65,62,69,2018-09-19 11:18:35
Markus Berger,Gil Vicente,Primeira Liga,CB,Silver,68,53,71,51,63,39,77,2018-09-19 11:18:35
Fernando Aristeguieta,Getafe CF,Liga BBVA,ST,Silver,68,83,50,56,65,69,76,2018-09-19 11:18:35
Nathaniel Chalobah,Chelsea,Barclays PL,CM,Silver,68,84,58,63,71,32,57,2018-09-19 11:18:35
Rodnei,RB Leipzig,2. Bundesliga,CB,Silver,68,67,67,64,66,62,73,2018-09-19 11:18:35
Ruben Ligeon,NAC Breda,Eredivisie,RB,Silver,68,78,73,57,69,28,54,2018-09-19 11:18:35
Brek Shea,Orlando City,MLS,LM,Silver,68,69,56,66,70,63,67,2018-09-19 11:18:35
Adam Nemec,NY City FC,MLS,ST,Silver,68,82,66,58,77,26,47,2018-09-19 11:18:35
Franco Mussis,San Lorenzo,Primera División,CM,Silver,68,75,67,62,76,65,64,2018-09-19 11:18:35
Raffaele Schiavi,Catania,Serie B,CB,Silver,68,73,60,71,70,54,70,2018-09-19 11:18:35
Nathaniel Chalobah,Reading,FL Championship,CM,Silver,68,62,30,50,49,69,66,2018-09-19 11:18:35
Kingsley Boateng,Bari,Serie B,RW,Silver,68,60,37,46,58,67,73,2018-09-19 11:18:35
Fabrice Fokobo,FC Arouca,Primeira Liga,CB,Silver,68,70,52,60,63,63,78,2018-09-19 11:18:35
Miguel Borja,Ind. Santa Fe,Liga Postobón,ST,Silver,68,67,25,38,49,68,75,2018-09-19 11:18:35
Israel Jiménez,Tigres,LIGA Bancomer MX,RB,Silver,68,77,67,62,73,29,73,2018-09-19 11:18:35
Gary Gardner,Nott'm Forest,FL Championship,CM,Silver,68,80,58,65,69,65,71,2018-09-19 11:18:35
Adam Hammill,Rotherham Utd,Football League,RM,Silver,68,78,60,66,73,35,59,2018-09-19 11:18:35
Carlos Ochoa,Atlas,LIGA Bancomer MX,ST,Silver,68,85,63,63,74,33,47,2018-09-19 11:18:35
Olivier Occéan,ODD,Tippeligaen,ST,Silver,68,72,68,61,69,28,70,2018-09-19 11:18:35
Germán Ré,Rafaela,Primera División,CB,Silver,68,84,36,56,62,68,73,2018-09-19 11:18:35
Luka Đorđević,Sampdoria,Serie A,ST,Silver,68,66,66,60,71,26,62,2018-09-19 11:18:35
